id,creationDate,publicatioName,reviewText,scoreSentiment,title,runtimeMinutes,genre,originalLanguage,predictedSentiment,cleaned_text,LDA_Topics
683977,2011-05-14,Creative Loafing,Better World recently Academy Award Best Foreign Language Film means Danish drama places distant second Melissa Leos scenerychewing Fighter least deserving recipient years ceremony,NEGATIVE,In a Better World,113.0,Drama,Danish,Positive,"['better', 'world', 'recently', 'academy', 'award', 'best', 'foreign', 'language', 'film', 'means', 'danish', 'drama', 'places', 'distant', 'second', 'melissa', 'leos', 'scenerychewing', 'fighter', 'least', 'deserving', 'recipient', 'years', 'ceremony']","[(3, 0.96748215)]"
196922,2003-10-02,"Capital Times (Madison, WI)",Sorta funny runs ammo long,NEGATIVE,Johnny Dangerously,90.0,Comedy,English,Negative,"['sorta', 'funny', 'runs', 'ammo', 'long']","[(0, 0.86475164), (1, 0.033513054), (2, 0.033531304), (3, 0.03391398), (4, 0.03429007)]"
899113,2018-07-16,New Yorker,Legrand seems precociously adept turning screws suspense,POSITIVE,Custody,94.0,"Drama, Mystery & thriller",French (France),Negative,"['legrand', 'seems', 'precociously', 'adept', 'turning', 'screws', 'suspense']","[(0, 0.025455087), (1, 0.025342658), (2, 0.026430668), (3, 0.89766926), (4, 0.02510235)]"
11010,2011-09-05,Guardian,shuffling nervously seat edging away sniffling man next Nobody shook hands embraced screening,POSITIVE,Contagion,106.0,"Mystery & thriller, Drama",English,Positive,"['shuffling', 'nervously', 'seat', 'edging', 'away', 'sniffling', 'man', 'next', 'nobody', 'shook', 'hands', 'embraced', 'screening']","[(0, 0.014748267), (1, 0.94125897), (2, 0.0144085), (3, 0.014702872), (4, 0.014881351)]"
611030,2020-02-15,Movie Show Plus,great performances poignant message Assistant sends loud clear message within silence,POSITIVE,The Assistant,87.0,Drama,English,Positive,"['great', 'performances', 'poignant', 'message', 'assistant', 'sends', 'loud', 'clear', 'message', 'within', 'silence']","[(0, 0.017026806), (1, 0.01712558), (2, 0.62868005), (3, 0.017191902), (4, 0.31997564)]"
779730,2022-02-17,Detroit News,movie search something lost Uncharted never really finds purpose dumb fun sure dumb fun,NEGATIVE,Uncharted,116.0,"Adventure, Action",English,Negative,"['movie', 'search', 'something', 'lost', 'uncharted', 'never', 'really', 'finds', 'purpose', 'dumb', 'fun', 'sure', 'dumb', 'fun']","[(0, 0.013516483), (1, 0.013673667), (2, 0.9450947), (3, 0.013806079), (4, 0.0139091)]"
478627,2012-02-25,Monsters and Critics,nail biting triumph lethal streets Nazi occupied Lvov subhuman underground city back world living,POSITIVE,In Darkness,145.0,"History, Drama",Polish,Positive,"['nail', 'biting', 'triumph', 'lethal', 'streets', 'nazi', 'occupied', 'lvov', 'subhuman', 'underground', 'city', 'back', 'world', 'living']","[(0, 0.013529172), (1, 0.013734443), (2, 0.013488934), (3, 0.01338214), (4, 0.9458653)]"
1167845,2013-05-12,Observer (UK),first intriguing annoying finally gives us urge get walk,NEGATIVE,Vehicle 19,85.0,"Mystery & thriller, Action",English,Positive,"['first', 'intriguing', 'annoying', 'finally', 'gives', 'us', 'urge', 'get', 'walk']","[(0, 0.020709531), (1, 0.020278858), (2, 0.9186578), (3, 0.020254137), (4, 0.020099696)]"
914230,2019-06-07,Way Too Indie,Whats frustrating way Gunnarsson insists inserting opinions picture Despite staying behind camera Gunnarsson cant help narrate felt certain moment filming,NEGATIVE,Monsoon,108.0,Documentary,English,Negative,"['whats', 'frustrating', 'way', 'gunnarsson', 'insists', 'inserting', 'opinions', 'picture', 'despite', 'staying', 'behind', 'camera', 'gunnarsson', 'cant', 'help', 'narrate', 'felt', 'certain', 'moment', 'filming']","[(1, 0.96115386)]"
1161538,2012-11-22,The List,Plenty diverting anecdotes intriguing talking heads much deep penetration events issues depicted wider impact,POSITIVE,Cinema Komunisto,100.0,"Documentary, History, Drama",Serbian,Positive,"['plenty', 'diverting', 'anecdotes', 'intriguing', 'talking', 'heads', 'much', 'deep', 'penetration', 'events', 'issues', 'depicted', 'wider', 'impact']","[(0, 0.013880514), (1, 0.013972605), (2, 0.013615678), (3, 0.94508886), (4, 0.013442369)]"
562678,2020-01-21,Eyes Wide Open,lethally dull spiritually deadening exercise whose strained black humor selfimportance makes even profundities Christopher Nolans Dark Knight trilogy feel meaningful comparison,NEGATIVE,Joker,122.0,"Crime, Drama",English,Negative,"['lethally', 'dull', 'spiritually', 'deadening', 'exercise', 'whose', 'strained', 'black', 'humor', 'selfimportance', 'makes', 'even', 'profundities', 'christopher', 'nolans', 'dark', 'knight', 'trilogy', 'feel', 'meaningful', 'comparison']","[(0, 0.15705098), (1, 0.12440222), (3, 0.62661725), (4, 0.08262385)]"
893349,2011-08-26,Washington Post,Rudd created genuinely engaging character Candidelike Ned Idiot Brother gives little garden cultivate,NEGATIVE,Our Idiot Brother,96.0,Comedy,English,Positive,"['rudd', 'created', 'genuinely', 'engaging', 'character', 'candidelike', 'ned', 'idiot', 'brother', 'gives', 'little', 'garden', 'cultivate']","[(0, 0.014424477), (1, 0.014417645), (2, 0.94215053), (3, 0.014645935), (4, 0.014361411)]"
167696,2002-04-21,Boxoffice Magazine,Like Arnie Rock arrives onscreen already welldeveloped wellknown superhuman physique looks comfortable familiar physicality role,POSITIVE,The Scorpion King,91.0,"Adventure, Action, Fantasy",English,Negative,"['like', 'arnie', 'rock', 'arrives', 'onscreen', 'already', 'welldeveloped', 'wellknown', 'superhuman', 'physique', 'looks', 'comfortable', 'familiar', 'physicality', 'role']","[(0, 0.012838962), (1, 0.012640761), (2, 0.7369793), (3, 0.22495806), (4, 0.012582905)]"
112324,2004-11-04,South Florida Sun-Sentinel,easily best work Danes done decade since TVs SoCalled Life,POSITIVE,Stage Beauty,110.0,"History, Drama",English,Positive,"['easily', 'best', 'work', 'danes', 'done', 'decade', 'since', 'tvs', 'socalled', 'life']","[(0, 0.6680408), (1, 0.018508557), (2, 0.018440442), (3, 0.01856949), (4, 0.27644077)]"
212,2010-05-21,Sky Cinema,film limply purports lift lid sordid world Soho sex trafficking dismal offering chock full rank misogyny,NEGATIVE,Pimp,91.0,Mystery & thriller,English,Negative,"['film', 'limply', 'purports', 'lift', 'lid', 'sordid', 'world', 'soho', 'sex', 'trafficking', 'dismal', 'offering', 'chock', 'full', 'rank', 'misogyny']","[(0, 0.95244324), (1, 0.01189059), (2, 0.01189413), (3, 0.01191833), (4, 0.011853712)]"
3995,2023-02-27,Slant Magazine,Sansn way frustratingly pulling focus away ostensible subject,NEGATIVE,Sansón and Me,83.0,Documentary,Spanish,Negative,"['sansn', 'way', 'frustratingly', 'pulling', 'focus', 'away', 'ostensible', 'subject']","[(0, 0.022865241), (1, 0.022434361), (2, 0.02245), (3, 0.9096738), (4, 0.02257654)]"
56293,2022-12-12,Espinof,one involved Angel Falls Christmas wanted making film shows,NEGATIVE,Angel Falls Christmas,120.0,"Holiday, Romance",English,Negative,"['one', 'involved', 'angel', 'falls', 'christmas', 'wanted', 'making', 'film', 'shows']","[(0, 0.9177828), (1, 0.02087209), (2, 0.020586932), (3, 0.020315008), (4, 0.020443166)]"
167167,2003-11-26,Zertinet Movies,didnt waste much time employing classic sounds images characterizations motivations efforts pretend Western,NEGATIVE,The Missing,135.0,"Western, Drama, Mystery & thriller",English,Negative,"['didnt', 'waste', 'much', 'time', 'employing', 'classic', 'sounds', 'images', 'characterizations', 'motivations', 'efforts', 'pretend', 'western']","[(0, 0.9416371), (1, 0.014397333), (2, 0.014452424), (3, 0.015063367), (4, 0.014449771)]"
979874,2012-09-20,NPR,End Watch one thriller adrenaline rush considerable almost always put service character Happily character display turns considerable,POSITIVE,End of Watch,109.0,"Crime, Drama, Action",English,Positive,"['end', 'watch', 'one', 'thriller', 'adrenaline', 'rush', 'considerable', 'almost', 'always', 'put', 'service', 'character', 'happily', 'character', 'display', 'turns', 'considerable']","[(0, 0.011210084), (1, 0.0113269305), (2, 0.011269341), (3, 0.9549803), (4, 0.011213307)]"
441375,2019-10-11,Film Threat,Mary utterly dismal experience start finish lacking psychology thrills,NEGATIVE,Mary,84.0,"Horror, Mystery & thriller",English,Negative,"['mary', 'utterly', 'dismal', 'experience', 'start', 'finish', 'lacking', 'psychology', 'thrills']","[(0, 0.28817815), (1, 0.15220883), (2, 0.02032066), (3, 0.5187212), (4, 0.020571126)]"
190421,2005-04-02,Salon.com,Effectively political way captures mood time picture feels combustible like explosion happen,POSITIVE,Masculine-Feminine,103.0,Romance,French (France),Positive,"['effectively', 'political', 'way', 'captures', 'mood', 'time', 'picture', 'feels', 'combustible', 'like', 'explosion', 'happen']","[(0, 0.01594912), (1, 0.015608907), (2, 0.015941573), (3, 0.93666136), (4, 0.015839001)]"
1077217,2012-10-01,Cinema Signals,Nothing less exceptionally satisfying piece futuristic ingenuity great corps actors knock time zone,POSITIVE,Looper,119.0,"Sci-fi, Action, Mystery & thriller",English,Positive,"['nothing', 'less', 'exceptionally', 'satisfying', 'piece', 'futuristic', 'ingenuity', 'great', 'corps', 'actors', 'knock', 'time', 'zone']","[(0, 0.014955539), (1, 0.0147548355), (2, 0.01487492), (3, 0.014688822), (4, 0.9407259)]"
793800,2004-05-07,Boston Globe,great work absurdism cynicism terrific madness,POSITIVE,The Saddest Music in the World,99.0,"Musical, Comedy, Drama",English,Positive,"['great', 'work', 'absurdism', 'cynicism', 'terrific', 'madness']","[(0, 0.02887317), (1, 0.028964845), (2, 0.028863478), (3, 0.88453853), (4, 0.028759945)]"
816034,2016-08-18,Buffalo News,particularly original Student Mister Henri understand good casting make even tired plot seem delicious,POSITIVE,The Student and Mister Henri,98.0,Comedy,French (France),Negative,"['particularly', 'original', 'student', 'mister', 'henri', 'understand', 'good', 'casting', 'make', 'even', 'tired', 'plot', 'seem', 'delicious']","[(0, 0.013595634), (1, 0.94591373), (2, 0.013545654), (3, 0.013462669), (4, 0.013482311)]"
746069,2015-09-24,Chicago Reader,good laughs struggle survive amid syrupy score overlit interiors smothering sense middleclass entitlement,NEGATIVE,The Intern,121.0,"Comedy, Drama",English,Positive,"['good', 'laughs', 'struggle', 'survive', 'amid', 'syrupy', 'score', 'overlit', 'interiors', 'smothering', 'sense', 'middleclass', 'entitlement']","[(0, 0.9422897), (1, 0.014465716), (2, 0.0144610675), (3, 0.014370039), (4, 0.014413471)]"
178703,2019-02-25,Black Girl Nerds,Dilili Paris kidfriendly family film takes viewers epic journey throughout Paris Ocelots attention detail makes animated film must see,POSITIVE,Dilili in Paris,95.0,"Adventure, Animation",French (France),Positive,"['dilili', 'paris', 'kidfriendly', 'family', 'film', 'takes', 'viewers', 'epic', 'journey', 'throughout', 'paris', 'ocelots', 'attention', 'detail', 'makes', 'animated', 'film', 'must', 'see']","[(0, 0.4131843), (1, 0.38741532), (2, 0.17896548), (3, 0.010219359), (4, 0.010215569)]"
273984,2005-10-21,Urban Cinefile,made spoof 1950s black white scifi horror films might fun clash zombie scifi mad scientist elements,NEGATIVE,Doom,104.0,"Sci-fi, Horror, Action",English,Positive,"['made', 'spoof', '1950s', 'black', 'white', 'scifi', 'horror', 'films', 'might', 'fun', 'clash', 'zombie', 'scifi', 'mad', 'scientist', 'elements']","[(0, 0.15017854), (1, 0.7159126), (2, 0.011953746), (3, 0.011901711), (4, 0.11005344)]"
602874,2012-03-02,Village Voice,Par course blowout CGI adaptations great deal detail bustle gained expense charmfor miracles armies animators achieve yet successfully reproduce humble artists line,NEGATIVE,Dr. Seuss' the Lorax,86.0,"Kids & family, Fantasy, Adventure, Animation",English,Positive,"['par', 'course', 'blowout', 'cgi', 'adaptations', 'great', 'deal', 'detail', 'bustle', 'gained', 'expense', 'charmfor', 'miracles', 'armies', 'animators', 'achieve', 'yet', 'successfully', 'reproduce', 'humble', 'artists', 'line']","[(1, 0.9647015)]"
174409,2005-09-15,About.com,Like Heaven movie equivalent harmless first date,POSITIVE,Just Like Heaven,95.0,"Romance, Comedy",English,Negative,"['like', 'heaven', 'movie', 'equivalent', 'harmless', 'first', 'date']","[(0, 0.62006176), (1, 0.30314416), (2, 0.025740791), (3, 0.025705699), (4, 0.025347633)]"
725129,2002-07-26,Denver Post,many impersonations keep track director Jay Roach winds moving Myers Myers often editing feels like crude cutandpaste job,NEGATIVE,Austin Powers in Goldmember,94.0,Comedy,English,Negative,"['many', 'impersonations', 'keep', 'track', 'director', 'jay', 'roach', 'winds', 'moving', 'myers', 'myers', 'often', 'editing', 'feels', 'like', 'crude', 'cutandpaste', 'job']","[(0, 0.01075318), (1, 0.010930289), (2, 0.011192064), (3, 0.01138089), (4, 0.95574355)]"
1164293,2011-06-19,ABC Radio (Australia),Sleeping Beauty tiring emotionless experience best describe film style substance,NEGATIVE,Sleeping Beauty,101.0,Drama,English,Positive,"['sleeping', 'beauty', 'tiring', 'emotionless', 'experience', 'best', 'describe', 'film', 'style', 'substance']","[(0, 0.018369516), (1, 0.92627996), (2, 0.018349592), (3, 0.018548572), (4, 0.018452337)]"
581685,2008-11-07,"Advocate (Baton Rouge, LA)",raunchy romantic comedys glass halffilled amusement,POSITIVE,Zack and Miri Make a Porno,101.0,"Romance, Comedy",English,Negative,"['raunchy', 'romantic', 'comedys', 'glass', 'halffilled', 'amusement']","[(0, 0.029006066), (1, 0.028693076), (2, 0.029611927), (3, 0.028837629), (4, 0.8838513)]"
146499,2009-04-06,Filmcritic.com,masterpiece composition atmosphere subtext,POSITIVE,The Hidden Fortress,139.0,Comedy,Japanese,Positive,"['masterpiece', 'composition', 'atmosphere', 'subtext']","[(0, 0.040028296), (1, 0.04077188), (2, 0.8387193), (3, 0.04015461), (4, 0.040325932)]"
653224,2019-04-18,La Nación (Argentina),Stephane Briz tells story functional production design tension dominating throughout,POSITIVE,At War,114.0,Drama,French (France),Positive,"['stephane', 'briz', 'tells', 'story', 'functional', 'production', 'design', 'tension', 'dominating', 'throughout']","[(0, 0.01846427), (1, 0.018294783), (2, 0.018667115), (3, 0.018295921), (4, 0.9262779)]"
611472,2019-03-15,Flickering Myth,Wonder Park feels like Nickelodeon stumbled across trash bin outside Pixars studio containing rejected concepts Inside,NEGATIVE,Wonder Park,85.0,"Kids & family, Comedy, Adventure, Fantasy, Animation",English,Negative,"['wonder', 'park', 'feels', 'like', 'nickelodeon', 'stumbled', 'across', 'trash', 'bin', 'outside', 'pixars', 'studio', 'containing', 'rejected', 'concepts', 'inside']","[(0, 0.01206816), (1, 0.8869936), (2, 0.012153068), (3, 0.07694745), (4, 0.011837744)]"
386978,2007-07-21,Compuserve,Sporting chefs look appetizing found Ratatouille Reservations harmless predictable entertaining time movies,POSITIVE,No Reservations,104.0,"Drama, Romance",English,Positive,"['sporting', 'chefs', 'look', 'appetizing', 'found', 'ratatouille', 'reservations', 'harmless', 'predictable', 'entertaining', 'time', 'movies']","[(0, 0.9363242), (1, 0.015730027), (2, 0.016065538), (3, 0.015669933), (4, 0.016210318)]"
923402,2018-01-18,Los Angeles Times,Django leave fans legend merely eager return beloved recordings let ears take greatness,NEGATIVE,Django,115.0,"Biography, History, Drama, Music",French (France),Positive,"['django', 'leave', 'fans', 'legend', 'merely', 'eager', 'return', 'beloved', 'recordings', 'let', 'ears', 'take', 'greatness']","[(0, 0.014702626), (1, 0.015029919), (2, 0.9409297), (3, 0.014808196), (4, 0.014529512)]"
1133296,2020-09-11,Arkansas Democrat-Gazette,Noah Baumbach Jake Paltrows documentary dispenses essentials De Palma sits chair methodically works way rather extraordinary career,POSITIVE,De Palma,108.0,Documentary,English,Positive,"['noah', 'baumbach', 'jake', 'paltrows', 'documentary', 'dispenses', 'essentials', 'de', 'palma', 'sits', 'chair', 'methodically', 'works', 'way', 'rather', 'extraordinary', 'career']","[(0, 0.01124102), (1, 0.011289395), (2, 0.011228732), (3, 0.95501155), (4, 0.011229262)]"
439942,2015-09-15,Hollywood Reporter,powerful important film policing tactics crept everyday use little scrutiny Peace Officer makes case effectively enough move even staunchest lawandorder civilians,POSITIVE,Peace Officer,109.0,"Documentary, Crime, Drama",English,Positive,"['powerful', 'important', 'film', 'policing', 'tactics', 'crept', 'everyday', 'use', 'little', 'scrutiny', 'peace', 'officer', 'makes', 'case', 'effectively', 'enough', 'move', 'even', 'staunchest', 'lawandorder', 'civilians']","[(0, 0.9630691)]"
587846,2010-09-21,EmanuelLevy.Com,Like Queen Hoopers film classy handsomely mounted vastly entertaining drama featuring Oscar caliber performances Colin Firth Geoffrey Rush,POSITIVE,The King's Speech,118.0,"History, Drama",English,Positive,"['like', 'queen', 'hoopers', 'film', 'classy', 'handsomely', 'mounted', 'vastly', 'entertaining', 'drama', 'featuring', 'oscar', 'caliber', 'performances', 'colin', 'firth', 'geoffrey', 'rush']","[(0, 0.010761412), (1, 0.72674763), (2, 0.010640319), (3, 0.24118754), (4, 0.010663123)]"
835176,2021-12-09,Cinemaficionados,points sociopolitical perspective sober treatment grayish sides condition immigrants seek American dream,POSITIVE,Lemonade,88.0,Drama,English,Positive,"['points', 'sociopolitical', 'perspective', 'sober', 'treatment', 'grayish', 'sides', 'condition', 'immigrants', 'seek', 'american', 'dream']","[(0, 0.015490696), (1, 0.015576146), (2, 0.015807183), (3, 0.015471783), (4, 0.9376542)]"
584611,2014-01-28,The Sun-Herald (Australia),latest instalment foundfootage domestichorror franchise opts far greater supernatural silliness predecessors,NEGATIVE,Paranormal Activity: The Marked Ones,84.0,"Horror, Mystery & thriller",English,Negative,"['latest', 'instalment', 'foundfootage', 'domestichorror', 'franchise', 'opts', 'far', 'greater', 'supernatural', 'silliness', 'predecessors']","[(0, 0.93197775), (1, 0.017288737), (2, 0.017183047), (3, 0.016749391), (4, 0.016801026)]"
559001,2011-05-27,"Metro Times (Detroit, MI)",director Todd Phillips wrongly seems think solve problem mayhem better jokes instead,NEGATIVE,The Hangover Part II,102.0,Comedy,English,Negative,"['director', 'todd', 'phillips', 'wrongly', 'seems', 'think', 'solve', 'problem', 'mayhem', 'better', 'jokes', 'instead']","[(0, 0.015867578), (1, 0.10856244), (2, 0.70340014), (3, 0.015480745), (4, 0.1566891)]"
168473,2022-01-21,"Capital Times (Madison, WI)",neither utopian dystopian vision online life Belle shows pleasures perils shedding ones identity disappearing digital avatar,POSITIVE,Belle,121.0,"Fantasy, Adventure, Anime, Romance, Musical",Japanese,Positive,"['neither', 'utopian', 'dystopian', 'vision', 'online', 'life', 'belle', 'shows', 'pleasures', 'perils', 'shedding', 'ones', 'identity', 'disappearing', 'digital', 'avatar']","[(0, 0.012307518), (1, 0.3134195), (2, 0.0122010885), (3, 0.011998677), (4, 0.65007323)]"
836612,2013-04-18,Oregonian,Whatever movie say use violence oppose unjust system way priorities change age said,NEGATIVE,The Company You Keep,121.0,Mystery & thriller,English,Positive,"['whatever', 'movie', 'say', 'use', 'violence', 'oppose', 'unjust', 'system', 'way', 'priorities', 'change', 'age', 'said']","[(0, 0.01451899), (1, 0.014714175), (2, 0.014724319), (3, 0.0144201415), (4, 0.9416224)]"
885212,2013-01-04,Austin American-Statesman,great film perhaps Chase victim impossibly high expectations,NEGATIVE,Not Fade Away,112.0,Drama,English,Positive,"['great', 'film', 'perhaps', 'chase', 'victim', 'impossibly', 'high', 'expectations']","[(0, 0.022427274), (1, 0.9100286), (2, 0.022585507), (3, 0.022582257), (4, 0.022376444)]"
73749,2010-03-12,Film Journal International,psychological thriller Argentine Juan Jos Campanella boasts fine cast spiky dialogue thematic bloat blunts power,POSITIVE,The Secret in Their Eyes,127.0,"Crime, Drama, Mystery & thriller",Spanish,Positive,"['psychological', 'thriller', 'argentine', 'juan', 'jos', 'campanella', 'boasts', 'fine', 'cast', 'spiky', 'dialogue', 'thematic', 'bloat', 'blunts', 'power']","[(0, 0.012530219), (1, 0.9497275), (2, 0.012568628), (3, 0.012602045), (4, 0.012571611)]"
1108634,2017-08-11,Movie Nation,Lumbering,NEGATIVE,The Glass Castle,127.0,"Biography, Drama",English,Negative,['lumbering'],"[(0, 0.59948784), (1, 0.10012769), (2, 0.100126), (3, 0.10012761), (4, 0.10013086)]"
873642,2008-09-11,Time Out,Diane Englishs abysmal remake George Cukors 1939 femme classic fans original growing claws,NEGATIVE,The Women,114.0,"Comedy, Drama",English,Positive,"['diane', 'englishs', 'abysmal', 'remake', 'george', 'cukors', '1939', 'femme', 'classic', 'fans', 'original', 'growing', 'claws']","[(0, 0.94216365), (1, 0.014454421), (2, 0.014476837), (3, 0.014464788), (4, 0.014440321)]"
430897,2020-12-25,Akron Beacon Journal,Unfortunately Wonder Woman 1984 represents another miss DC character considering predecessors debut insignificant one,NEGATIVE,Wonder Woman 1984,151.0,"Action, Adventure, Fantasy",English,Negative,"['unfortunately', 'wonder', 'woman', '1984', 'represents', 'another', 'miss', 'dc', 'character', 'considering', 'predecessors', 'debut', 'insignificant', 'one']","[(0, 0.013485421), (1, 0.013541071), (2, 0.013582013), (3, 0.9458904), (4, 0.013501072)]"
869051,2021-05-11,Daily Express (UK),Fans video games able enjoy film see strengths newcomers franchise may want turn film,NEGATIVE,Mortal Kombat,110.0,"Action, Adventure, Fantasy",English,Positive,"['fans', 'video', 'games', 'able', 'enjoy', 'film', 'see', 'strengths', 'newcomers', 'franchise', 'may', 'want', 'turn', 'film']","[(0, 0.01388754), (1, 0.013486131), (2, 0.9451895), (3, 0.0135878), (4, 0.013849032)]"
364436,2019-07-31,Esquire Magazine,often sentimental stagy rarely boring screenplay fable Mr Ford needed farewell Western,POSITIVE,The Man Who Shot Liberty Valance,122.0,Western,English,Negative,"['often', 'sentimental', 'stagy', 'rarely', 'boring', 'screenplay', 'fable', 'mr', 'ford', 'needed', 'farewell', 'western']","[(0, 0.9368877), (1, 0.01638714), (2, 0.015575689), (3, 0.015646113), (4, 0.0155033395)]"
69343,2016-05-19,Cambridge Day,Overall films long play video game barely propped plot stock personalities,NEGATIVE,The Angry Birds Movie,93.0,"Kids & family, Comedy, Adventure, Action, Animation",English,Negative,"['overall', 'films', 'long', 'play', 'video', 'game', 'barely', 'propped', 'plot', 'stock', 'personalities']","[(0, 0.93173015), (1, 0.01691809), (2, 0.016934438), (3, 0.017005244), (4, 0.017412022)]"
401000,2007-08-16,Seattle Times,laughable scareless train wreck dont need know disastrous insiderbaseball behind production hate,NEGATIVE,The Invasion,99.0,"Sci-fi, Mystery & thriller",English,Negative,"['laughable', 'scareless', 'train', 'wreck', 'dont', 'need', 'know', 'disastrous', 'insiderbaseball', 'behind', 'production', 'hate']","[(0, 0.015605696), (1, 0.015467256), (2, 0.9372826), (3, 0.016135104), (4, 0.015509331)]"
1058315,2009-12-24,Reno News and Review,film decade comes disappointing conclusion,NEGATIVE,Avatar,155.0,"Sci-fi, Adventure, Action, Fantasy",English,Negative,"['film', 'decade', 'comes', 'disappointing', 'conclusion']","[(0, 0.40545762), (1, 0.033870466), (2, 0.033690833), (3, 0.49342093), (4, 0.03356018)]"
989080,2002-07-25,eFilmCritic.com,Lowrent exploitation cheesiness still fun dirty sort way,NEGATIVE,Angel,92.0,"Crime, Drama",English,Positive,"['lowrent', 'exploitation', 'cheesiness', 'still', 'fun', 'dirty', 'sort', 'way']","[(0, 0.90949464), (1, 0.022930067), (2, 0.02265849), (3, 0.022594769), (4, 0.022321982)]"
299653,2022-07-15,Jimmy Cage Movie Reviews (YouTube),enjoy aspects great songs overall new feels generic lifeless original,NEGATIVE,Don,171.0,"Action, Crime, Drama",Hindi,Negative,"['enjoy', 'aspects', 'great', 'songs', 'overall', 'new', 'feels', 'generic', 'lifeless', 'original']","[(0, 0.018586505), (1, 0.018746855), (2, 0.2894069), (3, 0.018731343), (4, 0.65452844)]"
867528,2006-04-27,Chicago Tribune,two males working perfectly mediocre pulp harmony would dream avenging teen angel like one,NEGATIVE,Hard Candy,103.0,"Drama, Mystery & thriller",English,Negative,"['two', 'males', 'working', 'perfectly', 'mediocre', 'pulp', 'harmony', 'would', 'dream', 'avenging', 'teen', 'angel', 'like', 'one']","[(0, 0.0134954415), (1, 0.01345165), (2, 0.9459378), (3, 0.013649116), (4, 0.013465942)]"
491511,2013-07-04,Oregonian,less rediscovery genius value obscurity sentiment give hope every garage band,POSITIVE,A Band Called Death,98.0,"Documentary, Biography, Music",English,Positive,"['less', 'rediscovery', 'genius', 'value', 'obscurity', 'sentiment', 'give', 'hope', 'every', 'garage', 'band']","[(0, 0.016840804), (1, 0.016918676), (2, 0.5266158), (3, 0.42279422), (4, 0.01683045)]"
856869,2007-09-19,Austin Chronicle,violence outdated todays standards original Chainsaw still packs punch rough look disturbing overtones,POSITIVE,The Texas Chain Saw Massacre,83.0,"Horror, Mystery & thriller",English,Positive,"['violence', 'outdated', 'todays', 'standards', 'original', 'chainsaw', 'still', 'packs', 'punch', 'rough', 'look', 'disturbing', 'overtones']","[(0, 0.94203335), (1, 0.014698838), (2, 0.014384564), (3, 0.014493025), (4, 0.014390185)]"
970293,2010-07-06,Georgia Straight,rest movie predictable guns n beasts gorefest wants equal parts Aliens Titanic Anaconda winds parts crap,NEGATIVE,Deep Rising,106.0,"Horror, Mystery & thriller, Action",English,Negative,"['rest', 'movie', 'predictable', 'guns', 'n', 'beasts', 'gorefest', 'wants', 'equal', 'parts', 'aliens', 'titanic', 'anaconda', 'winds', 'parts', 'crap']","[(0, 0.011971147), (1, 0.011853711), (2, 0.011806501), (3, 0.011802278), (4, 0.9525664)]"
364125,2006-08-08,EricDSnider.com,soon 911 movie soon one brings reason,NEGATIVE,World Trade Center,129.0,Drama,English,Negative,"['soon', '911', 'movie', 'soon', 'one', 'brings', 'reason']","[(0, 0.025639817), (1, 0.02571195), (2, 0.025765188), (3, 0.89676285), (4, 0.026120178)]"
774395,2000-01-01,TV Guide,Theres caper laughs isnt larky caper flick,NEGATIVE,Where the Money Is,90.0,Drama,English,Negative,"['theres', 'caper', 'laughs', 'isnt', 'larky', 'caper', 'flick']","[(0, 0.025269363), (1, 0.02547864), (2, 0.025472501), (3, 0.025815655), (4, 0.8979638)]"
1169237,2021-06-06,In Review Online,IWOW work true hubris amount deranged ramblings person lost ethical perspective declaring god,NEGATIVE,I Walk on Water,199.0,Documentary,English,Positive,"['iwow', 'work', 'true', 'hubris', 'amount', 'deranged', 'ramblings', 'person', 'lost', 'ethical', 'perspective', 'declaring', 'god']","[(0, 0.014390258), (1, 0.014704335), (2, 0.94182134), (3, 0.014450301), (4, 0.014633746)]"
1180776,2019-09-10,Stuff.co.nz,simple expertly assembled gem,POSITIVE,Amazing Grace,87.0,"Documentary, Music",English,Positive,"['simple', 'expertly', 'assembled', 'gem']","[(0, 0.041210398), (1, 0.83861154), (2, 0.040047765), (3, 0.040048525), (4, 0.040081717)]"
834896,2021-06-09,Movie Squad (RTRFM 92.1),Taylor Sheridan lets talk much,NEGATIVE,Those Who Wish Me Dead,100.0,"Action, Mystery & thriller",English,Negative,"['taylor', 'sheridan', 'lets', 'talk', 'much']","[(0, 0.48433086), (1, 0.033839706), (2, 0.41367602), (3, 0.03469905), (4, 0.033454336)]"
912205,2002-08-25,Chico Enterprise-Record,Director Andrew Niccoldemonstrates wry understanding quirks fame healthy sense satire light fun,POSITIVE,Simone,117.0,"Comedy, Drama, Fantasy",English,Positive,"['director', 'andrew', 'niccoldemonstrates', 'wry', 'understanding', 'quirks', 'fame', 'healthy', 'sense', 'satire', 'light', 'fun']","[(0, 0.015603819), (1, 0.015500342), (2, 0.9376674), (3, 0.015625121), (4, 0.015603276)]"
726098,2019-06-21,Daily Dead,deliver viciously entertaining time also every great remake dofind way bring something new tableand thats precisely Childs Play 2019 worked well,POSITIVE,Child's Play,90.0,"Horror, Mystery & thriller",English,Positive,"['deliver', 'viciously', 'entertaining', 'time', 'also', 'every', 'great', 'remake', 'dofind', 'way', 'bring', 'something', 'new', 'tableand', 'thats', 'precisely', 'childs', 'play', '2019', 'worked', 'well']","[(0, 0.9628332)]"
